Packet;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6
792131;179305668;178059613;-9220654;862643;22904119;29716061
792132;124499805;118584554;-9247530;860949;22903048;77110233
792133;-398119667;-390959325;-9228279;868334;22900714;27027810
792134;410149064;403134169;-9246178;857113;22881241;79537698
792135;-232315498;-231948228;-9268087;837952;22868147;24933853
792136;-114576132;-110665450;-9234589;858722;22898798;81306952
792137;358111641;349530897;-9236428;857459;22920093;23476851
792138;-441022566;-435116078;-9250666;853696;22896721;82401757
792139;238311116;235837132;-9230131;856520;22868646;22786918
792140;58031876;53138679;-9267357;847210;22848857;82769578
792141;-361436057;-354469892;-9212654;890513;22886246;22817454
792142;423588949;415870293;-9258589;830489;22835456;82367782
792143;-288430024;-286857152;-9236795;870237;22888810;23552964
792144;-47134796;-44292744;-9219959;857787;22870297;81277218
792145;316995097;308749371;-9255701;851810;22882478;24961002
792146;-449229542;-442729655;-9256512;839795;22880281;79506764
792147;291277137;287603323;-9229346;877371;22905433;27100697
792148;-10030301;-13816413;-9250436;843093;22892160;77057898
792149;-316211473;-309652270;-9226594;843076;22907771;29847385
792150;426523861;418316040;-9241190;857920;22896678;74006690
792151;-337859485;-335113314;-9254899;850679;22881109;33172876
792152;21188181;22908288;-9244488;858662;22890649;70461725
792153;267905561;260138833;-9267140;852821;22905723;36910097
792154;-446786060;-439868300;-9246933;857988;22902758;66493499
792155;336817548;332051584;-9232085;872541;22908488;41063496
792156;-78153984;-80755882;-9256375;867840;22888477;62172497
792157;-263605751;-257650858;-9231342;865122;22897280;45508032
792158;418731025;410168413;-9256268;846643;22886485;57600375
792159;-379309384;-375524620;-9267703;833463;22876155;50152524
792160;88771601;89249732;-9222045;873271;22911419;52940791
792161;212016328;204905233;-9250760;864870;22912891;54819059
792162;-433741141;-426596497;-9243434;869026;22904785;48288251
792163;373956910;368154385;-9247897;856426;22874030;59426598
792164;-144608204;-145977006;-9265621;847761;22866760;43730568
792165;-204837265;-199627699;-9229056;860305;22882948;63934045
792166;400599214;391893478;-9249186;856076;22862250;39374549
792167;-411871347;-407119675;-9243430;865715;22889339;68129838
792168;153894630;153142519;-9232942;857736;22848571;35360597
792169;150701457;144435840;-9267374;843835;22860036;71942788
792170;-410469879;-403274683;-9247040;836360;22867541;31784123
792171;401661137;394969821;-9235460;843409;22874210;75284488
792172;-207855424;-207992712;-9262084;851229;22902818;28690606
792173;-141451033;-137142967;-9239650;838041;22896682;78085077
792174;372357141;363688345;-9277499;823475;22882508;26148501
792175;-434644117;-429053632;-9234995;836586;22898577;80281190
792176;214951466;212972915;-9259904;814011;22857527;24318058
792177;85445435;80117824;-9231018;867481;22912311;81824264
792178;-377465489;-370412710;-9268923;799458;22857800;23153467
792179;419364992;411903598;-9223074;861132;22902045;82611008
792180;-266306005;-265230421;-9275601;820544;22870643;22710882
792181;-74766041;-71487291;-9227093;842999;22903347;82689770
792182;334852595;326400379;-9271441;832281;22901491;22986380
792183;-447132014;-440899426;-9247923;870365;22921386;82071910
792184;270532130;267308194;-9256989;871351;22910519;23967125
792185;17860642;13589346;-9274368;861998;22898188;80694237
792186;-335639022;-328917299;-9249864;862144;22905595;25678762
792187;426579686;418527223;-9257638;860612;22884185;78641024
792188;-318626248;-316375987;-9272166;855257;22874798;28056674
792189;-6664000;-4504499;-9227426;876966;22883293;75981260
792190;288792964;280784068;-9250291;879240;22892723;30998101
792191;-449033079;-442272878;-9261798;857975;22869866;72773098
792192;319231415;314893329;-9245440;878062;22918801;34481856
792193;-50470788;-53566237;-9264324;864217;22898811;69044778
792194;-285862425;-279655466;-9221371;882572;22913425;38412040
792195;423168520;414712460;-9259067;860036;22888285;64904217
792196;-363466120;-360108770;-9260881;854242;22901478;42706858
792197;61373678;62354713;-9222395;873800;22909162;60501000
792198;235488571;228100872;-9260812;856550;22927846;47218828
792199;-440321173;-433260236;-9261422;832264;22890807;55918395
792200;359881975;354469124;-9252633;835571;22898726;51861828
792201;-117827289;-119710758;-9267404;848819;22901614;51201117
792202;-229496187;-223946065;-9252078;847842;22891520;56528392
792203;409201006;400550617;-9253256;867916;22889271;46564142
792204;-399738077;-395342813;-9257126;863872;22881139;61132441
792205;127687953;127439684;-9252526;854037;22864772;42055927
792206;176233331;169608448;-9275319;850094;22865237;65498513
792207;-421167641;-413958621;-9246182;859639;22882555;37866504
792208;391547639;385196416;-9239364;853781;22863270;69559671
792209;-182601856;-183241548;-9254835;858393;22860876;33985851
792210;-167770948;-163076441;-9220480;877256;22913006;73234470
792211;385010112;376303257;-9253184;860531;22888409;30550007
792212;-426615965;-421344179;-9270199;852693;22882116;76396582
792213;190630425;189142694;-9254592;863534;22897518;27676569
792214;112362321;106632000;-9262182;871453;22907438;78977672
792215;-392065493;-384910182;-9247594;859089;22891153;25416802
792216;413385028;406234807;-9229708;855530;22870822;80916821
792217;-243164369;-242574860;-9250999;871786;22869320;23802790
792218;-102232516;-98502071;-9253239;842880;22860066;82169736
792219;351153770;342640315;-9242487;862976;22881881;22883946
792220;-443347187;-437316659;-9236108;870920;22890811;82736085
792221;248593723;245901094;-9240601;863227;22878451;22700842
792222;45538658;40849134;-9284339;837307;22861478;82556096
792223;-353657834;-346772458;-9252040;845184;22863180;23289612
792224;424926340;417108859;-9236795;859515;22879116;81633049
792225;-298159398;-296357546;-9242406;862114;22884164;24536849
792226;-34501644;-31849224;-9240371;865207;22867993;80005875
792227;308500906;300320281;-9254169;873446;22898461;26473856
792228;-449542813;-442972497;-9261230;845764;22886822;77752614
792229;300301870;296410440;-9235443;873774;22915767;29066227
792230;-22649139;-26227946;-9265258;858995;22883502;74880546
792231;-306998510;-300528823;-9227046;870114;22896900;32236940
792232;425869056;417587404;-9244091;857902;22887048;71422254
792233;-346155549;-343200755;-9265058;837102;22876164;35907131
792234;33805171;35307259;-9239697;846997;22880204;67551769
792235;258025105;250389371;-9240132;886190;22904763;39953672
792236;-445201224;-438208669;-9238728;866636;22867025;63320298
792237;344326118;339386730;-9216657;878856;22907020;44324868
792238;-90623364;-92985250;-9259584;862993;22887406;58825949
792239;-253172027;-247338436;-9249117;847372;22869926;48930990
792240;416179353;407586491;-9238395;881220;22903381;54161962
792241;-386078135;-382064797;-9253414;856320;22886562;53613175
792242;100977608;101281813;-9258274;851050;22871539;49498888
792243;200997721;194063880;-9269870;853120;22904832;58264541
792244;-430243669;-423051357;-9246169;855214;22895278;44900804
792245;379753664;373795579;-9254873;866500;22898018;62747724
792246;-156620825;-157741137;-9269990;863560;22899605;40490990
792247;-193457284;-188398792;-9267238;853589;22878668;67049881
792248;396061201;387370141;-9274120;852288;22898683;36356373
792249;-416851020;-411921271;-9260620;861469;22874086;70995148
792250;165460821;164499814;-9254382;847266;22856900;32653090
792251;138858086;132778615;-9269619;853802;22886041;74467537
792252;-405080725;-397862237;-9262327;859699;22871057;29428616
792253;405741602;398905028;-9244616;877858;22889868;77411234
792254;-219061026;-218959069;-9303313;829619;22839765;26768925
792255;-129290581;-125154956;-9230532;890137;22914039;79761344
792256;366082798;357457190;-9278993;869418;22885482;24708646
792257;-437768251;-432014101;-9244211;882218;22903799;81466496
792258;225655364;223460471;-9282350;848409;22855914;23347562
792259;73036224;67939289;-9266624;876834;22908612;82440166
792260;-370369783;-363356821;-9264405;852279;22871300;22715507
792261;421477461;413921817;-9258705;855722;22864618;82700501
792262;-276486869;-275180300;-9269858;851272;22870297;22796812
792263;-62300949;-59225224;-9220104;890534;22906982;82245388
792264;326847573;318490990;-9254912;857732;22891810;23631044
792265;-448343104;-441970551;-9259084;862839;22882299;81101952
792266;280057817;276664256;-9236979;865459;22889681;25144669
792267;5186414;1148258;-9287168;844740;22840311;79210641
792268;-326996215;-320348881;-9244010;866304;22877661;27330990
792269;426753932;418624866;-9277085;846016;22845998;76703227
792270;-327509841;-325029721;-9259754;884825;22872311;30177873
792271;6022391;7981986;-9242180;859712;22858850;73621883
792272;279475707;271579362;-9247291;872354;22880819;33521164
792273;-448276595;-441435874;-9279479;842769;22839761;70029102
792274;327351086;322821559;-9254549;861350;22861452;37314286
792275;-63062673;-65927031;-9271432;858308;22847842;66024401
792276;-275910020;-269791594;-9220279;892561;22884142;41564974
792277;421376797;412896038;-9275012;853418;22835609;61686161
792278;-370872328;-367289732;-9278289;855598;22836838;46041851
792279;73832204;74597376;-9219451;887607;22866508;57099682
792280;224939592;217707285;-9290389;834090;22830532;50652424
792281;-437556629;-430401352;-9236275;881732;22873105;52461644
792282;366448051;360869043;-9253038;863360;22877597;55318592
792283;-130071577;-131712631;-9272401;844753;22844744;47778521
792284;-218401548;-213010154;-9224213;876940;22878532;59937856
792285;405496328;396810355;-9248780;865757;22872883;43202210
792286;-405454028;-400887931;-9245905;880584;22885452;64405858
792287;139644454;139188160;-9238400;870715;22865915;38927654
792288;164725162;158252868;-9257779;874683;22884288;68547251
792289;-416478758;-409275630;-9261926;864089;22876855;34955997
792290;396334796;389830766;-9267178;855001;22880430;72313864
792291;-194131921;-194548108;-9260155;863684;22893051;31398745
792292;-155878498;-151372936;-9231219;873757;22907187;75605922
792293;379445772;370753536;-9251050;868987;22890888;28360891
792294;-430473868;-425054481;-9227571;885333;22901341;78379908
792295;201736243;200028966;-9232413;867093;22881659;25940420
792296;100248337;94701661;-9248000;875387;22915733;80496384
792297;-385610154;-378493401;-9239432;851549;22888921;24164458
792298;416256729;409005696;-9260915;860906;22875720;81908906
792299;-253817595;-252955012;-9240686;884100;22904678;23080567
792300;-89879799;-86301849;-9234752;864302;22877896;82647880
792301;343895607;335431680;-9260787;867562;22887074;22674568
792302;-445290120;-439146368;-9247530;863726;22892155;82650009
792303;258671547;255728780;-9245064;867980;22881011;23041510
792304;33006690;28493043;-9244142;860262;22888499;81943645
792305;-345625369;-338812317;-9246139;852390;22852753;24120861
792306;425870353;417948040;-9241420;858197;22867259;80457288
792307;-307573730;-305568622;-9262472;849373;22873851;25891566
792308;-21899238;-19455031;-9239795;858581;22860488;78367748
792309;299708663;291623505;-9267690;869248;22860228;28324160
792310;-449583509;-442893175;-9225292;892817;22866129;75660706
792311;309033177;304956736;-9250150;854028;22849117;31332497
792312;-35303974;-38643515;-9240883;879338;22872081;72346094
792313;-297548480;-291187750;-9226965;870976;22897390;34884403
792314;424884492;416518843;-9259562;857971;22896874;68581666
792315;-354194880;-351018926;-9279223;841945;22868057;38875797
792316;46335091;47613781;-9236829;860949;22895586;64442052
792317;247934600;240410316;-9256806;872136;22898483;43175539
792318;-443211511;-436174903;-9244211;876330;22892578;60011852
792319;351612770;346467323;-9234474;862476;22892450;47705591
792320;-102967432;-105111193;-9263688;863355;22876245;55396552
792321;-242533585;-236840507;-9225736;866005;22902954;52388288
792322;413229862;404579767;-9245696;859468;22886724;50697288
792323;-392462848;-388264046;-9240008;878852;22895547;57061734
792324;113201984;113233851;-9242743;852211;22878007;46065476
792325;189874922;183061397;-9253115;854916;22894715;61606583
792326;-426323601;-419107170;-9245265;860309;22890705;41606455
792327;385319253;379186675;-9249143;865937;22893670;65946218
792328;-168433779;-169344934;-9234133;878280;22899763;37407974
792329;-181873617;-176978901;-9216034;871552;22908014;69980544
792330;391292868;382570235;-9258862;853559;22881548;33561442
792331;-421433536;-416360119;-9251665;866999;22891451;73607620
792332;176978137;175768601;-9221802;872115;22895061;30190690
792333;126912068;120979268;-9272819;859106;22897595;76691148
792334;-399366370;-392186752;-9229969;869572;22891660;27386931
792335;409422545;402422024;-9235993;859643;22891089;79187861
792336;-230111159;-229788288;-9260032;855398;22882884;25193053
792337;-117069030;-113107652;-9213469;886621;22908066;81082056
792338;359494254;350907959;-9261175;845952;22876236;23652689
792339;-440515558;-434658380;-9240716;869397;22887846;82267037
792340;236183317;233758003;-9245512;867093;22877772;22829751
792341;60595835;55675963;-9248516;882542;22864550;82735859
792342;-362982348;-356008580;-9233297;871978;22851895;22733111
792343;423244714;415573260;-9251336;869913;22886246;82442082
792344;-286466688;-284917952;-9267882;845772;22842739;23373981
792345;-49685909;-46780300;-9225220;887227;22888349;81469781
792346;318716902;310450214;-9243929;881348;22875050;24710617
792347;-449105813;-442617442;-9245038;871095;22863261;79798929
792348;289393152;285775795;-9228791;857126;22859788;26718135
792349;-7459054;-11268488;-9256392;849565;22873356;77465015
792350;-318074282;-311503590;-9242193;869947;22890257;29396910
792351;426550997;418354521;-9262476;838732;22877205;74497894
792352;-336161911;-333468044;-9262229;853175;22869713;32630190
792353;18638993;20384652;-9245653;871795;22867494;71021393
792354;269906995;262108096;-9245939;879189;22884569;36322141
792355;-447068915;-440167974;-9269632;848669;22843630;67091895
792356;335285171;330558365;-9252241;861350;22876010;40443507
792357;-75600401;-78248721;-9268586;866965;22861102;62850598
792358;-265715827;-259735603;-9252578;881937;22866013;44847782
792359;419251212;410693393;-9255539;868962;22874291;58291528
792360;-377936038;-374166843;-9255936;866248;22896755;49439790
792361;86220552;86779161;-9226342;867750;22890905;53646643
792362;214235285;207107396;-9271654;856081;22893401;54126485
